name,gender,wikidata,type
"Rue Lassaux",,,way
"Rue Laurent de Koninck",,,way
"Rue Lebeau",,,way
"Rue Lejeune",,,way
"Rue Lemille",,,way
"Rue Léon Frédéricq",,,way
"Rue Léon Mignon",,,way
"Rue Leon Troclet",,,way
"Rue Léonard Terry",,,way
"Rue Léopold",,,way
"Rue Léopold Harzé",,,way
"Rue Lesoinne",,,way
"Rue Libon",,,way
"Rue Libotte",,,way
"Rue Lohest",,,way
"Rue Longue",,,way
"Rue Lonhienne",,,way
"Rue Louis Abry",,,way
"Rue Louis Bonfond",,,way
"Rue Louis Boumal",,,way
"Rue Louis Fraigneux",,,way
"Rue Louis Jamme",,,way
"Rue Louis Pasteur",,,way
"Rue Louis Willems",,,way
"Rue Louise Derache",,,way
"Rue Louise Jehotte",,,way
"Rue Louvrex",,,way
"Rue Lovinfosse",,,way
"Rue Lucie Deltour",,,way
"Rue Lulay des Fèbvres",,,way
"Rue Ma Campagne",,,way
"Rue Mabiet",,,way
"Rue Maghin",,,way
"Rue Malvaux",,,way
"Rue Mandeville",,,way
"Rue Marcel Remy",,,way
"Rue Marcel Thiry",,,way
"Rue Marcel-Remy",,,way
"Rue Marçon",,,way
"Rue Maréchal Foch",,,way
"Rue Marengo",,,way
"Rue Marie-Louise-Naveau",,,way
"Rue Mathieu Bodson",,,way
"Rue Mathieu Laensbergh",,,way
"Rue Mathieu Polain",,,way
"Rue Matrognard",,,way
"Rue Matteoti",,,way
"Rue Maurice Wilmotte",,,way
"Rue Maurice Yans",,,way
"Rue Max Buset",,,way
"Rue Méan",,,way
"Rue Méaroulle",,,way
"Rue Mère Dieu",,,way
"Rue Michel Moutschen",,,way
"Rue Mississippi",,,way
"Rue Molinvaux",,,way
"Rue Monrinval",,,way
"Rue Montgomery",,,way
"Rue Monulphe",,,way
"Rue Moray",,,way
"Rue Mosselman",,,way
"Rue Moulan",,,way
"Rue Moulin-à-Vent",,,way
"Rue Mueseler",,,way
"Rue Nagelmackers",,,way
"Rue Naimette",,,way
"Rue Naniot",,,way
"Rue Natalis",,,way
"Rue Navette",,,way
"Rue Nesto-Michel",,,way
"Rue Neuve",,,way
"Rue Neuville",,,way
"Rue Nicolas Coumans",,,way
"Rue Nicolas Fassin",,,way
"Rue Nicolas Goblet",,,way
"Rue Nicolas Kinet",,,way
"Rue Nicolas Philippe",,,way
"Rue Nicolas Pietkin",,,way
"Rue Nicolas Spiroux",,,way
"Rue Noé Renson",,,way
"Rue Nouvelle Percée",,,way
"Rue Nysten",,,way
"Rue Oscar Beck",,,way
"Rue Oscar Englebert",,,way
"Rue Oscar Remy",,,way
"Rue Ovide Decroly",,,way
"Rue Paire Maquet",,,way
"Rue Panade",,,way
"Rue Panaye",,,way
"Rue Paradis",,,way
"Rue Patenier",,,way
"Rue Paul Debraz",,,way
"Rue Paul Devaux",,,way
"Rue Paul Janson",,,way
"Rue Paul-Joseph Carpay",,,way
"Rue Paul-Joseph Delcloche",,,way
"Rue Péclers",,,way
"Rue Pépin-le-bref",,,way
"Rue Pétry",,,way
"Rue Pied Pont des Arches",,,way
"Rue Pied du Thier à Liège",,,way
"Rue Piedboeuf",,,way
"Rue Pierre Curie",,,way
"Rue Pierre Molinghen",,,way
"Rue Pierreuse",,,relation
"Rue Pirette",,,way
"Rue Pirnay",,,way
"Rue Plumier",,,way
"Rue Pokietonov",,,way
"Rue Pont Saint-Nicolas",,,way
"Rue Pont d'Avroy",,,way
"Rue Pont des Vennes",,,way
"Rue Pont-Thomas",,,way
"Rue Porte Grumsel",,,way
"Rue Porte-aux-Oies",,,way
"Rue Pouplin",,,way
"Rue Pre Cala",,,way
"Rue Pré du Cygne",,,way
"Rue Priessevoye",,,way
"Rue Prince-de-Liège",,,way
"Rue Principale",,,way
"Rue Professeur Mahaim",,,way
"Rue Provinciale",,,way
"Rue Puits-en-Sock",,,way
"Rue Raes-de-Heers",,,way
"Rue Raikem",,,way
"Rue Ramoux",,,way
"Rue Ransonnet",,,way
"Rue Ravinhay",,,way
"Rue Raymond Geenen",,,way
"Rue Régnier-Poncelet",,,way
"Rue Renardi",,,way
"Rue René Delbrouck",,,way
"Rue René Demoitelle",,,way
"Rue René Pennartz",,,way
"Rue Renkin",,,way
"Rue Rennequin Sualem",,,way
"Rue Renoz",,,way
"Rue Renwa",,,way
"Rue Reynier",,,way
"Rue Richard Heintz",,,way
"Rue Robertson",,,way
"Rue Robiet - Route du Condroz",,,way
"Rue Robiet - Rue de Liège",,,way
"Rue Roger Noiset",,,way
"Rue Romaine",,,way
"Rue Roture",,,way
"Rue Rouleau",,,way
"Rue Rouveroy",,,way
"Rue Rutxhiel",,,way
"Rue Saint Laurent",,,way
"Rue Saint Paul",,,way
"Rue Saint-Adalbert",,,way
"Rue Saint-Barthélemy",,,way
"Rue Saint-Denis",,,way
"Rue Saint-Éloi",,,way
"Rue Saint-Gangulphe",,,way
"Rue Saint-Georges",,,way
"Rue Saint-Gilles",,,way
"Rue Saint-Hubert",,,way
"Rue Saint-Jacques",,,way
"Rue Saint-Jean-Baptiste",,,way
"Rue Saint-Jean-en-Île",,,way
"Rue Saint-Julien",,,way
"Rue Saint-Laurent",,,way
"Rue Saint-Léon",,,way
"Rue Saint-Léonard",,,way
"Rue Saint-Martin-en-Île",,,way
"Rue Saint-Maur",,,way
"Rue Saint-Michel",,,way
"Rue Saint-Nicolas",,,way
"Rue Saint-Pholien",,,way
"Rue Saint-Pierre",,,way
"Rue Saint-Remacle",,,way
"Rue Saint-Remy",,,way
"Rue Saint-Séverin",,,way
"Rue Saint-Thomas",,,way
"Rue Saint-Vincent",,,way
"Rue Sainte Anne",,,way
"Rue Sainte Marie",,,way
"Rue Sainte Véronique",,,way
"Rue Sainte-Aldegonde",,,way
"Rue Sainte-Catherine",,,way
"Rue Sainte-Croix",,,way
"Rue Sainte-Julienne",,,way
"Rue Sainte-Marguerite",,,way
"Rue Sainte-Walburge",,,way
"Rue Salvador",,,way
"Rue Salvador Allende",,,way
"Rue Sart-Blanche",,,way
"Rue Sart-Moray",,,way
"Rue Saumery",,,way
"Rue Schlemmer",,,way
"Rue Schmerling",,,way
"Rue Sébastien Laruelle",,,way
"Rue Sergent Merx",,,way
"Rue Serrurier-Bovy",,,way
"Rue Servais Malaise",,,relation
"Rue Simon Burnet",,,way
"Rue Simon Radoux",,,way
"Rue Simonon",,,way
"Rue Sœur Lutgardis",,,way
"Rue Sœurs de Hasque",,,way
"Rue Sohet",,,way
"Rue Sopers",,,way
"Rue Soubre",,,way
"Rue Sous le Bois",,,way
"Rue Sous les Vignes",,,way
"Rue Souverain Pont",,,way
"Rue Stanislas Fleussu",,,way
"Rue Stappers",,,way
"Rue Stephany",,,way
"Rue Strailhe",,,way
"Rue Surlet",,,way
"Rue Tanixhe",,,way
"Rue Tesny",,,way
"Rue Tête de Boeuf",,,way
"Rue Théo Beauduin",,,way
"Rue Théodore Bouille",,,way
"Rue Théodore Cuitte",,,way
"Rue Théodore Schwann",,,way
"Rue Théodore de Bry",,,way
"Rue Théophile Bovy",,,way
"Rue Thier Del Dague",,,way
"Rue Thône",,,way
"Rue Tour-en-Bêche",,,way
"Rue Tournant Saint-Paul",,,way
"Rue Toussaint Beaujean",,,way
"Rue Trappé",,,way
"Rue Tribouillet",,,way
"Rue Triolet",,,way
"Rue Trou Louette",,,way
"Rue Trou Souris",,,way
"Rue Valdor",,,way
"Rue Valère Hénault",,,way
"Rue Valkenberg",,,way
"Rue Vapart",,,way
"Rue Varin",,,way
"Rue Vaudrée",,,way
"Rue Velbruck",,,way
"Rue Vert Buisson",,,way
"Rue Verte Houmerèsse",,,way
"Rue Verte-Voie",,,way
"Rue Victor Carpentier",,,way
"Rue Victor Croisier",,,way
"Rue Vieille",,,way
"Rue Vignoul",,,way
"Rue Viktor Raskin",,,way
"Rue Villenfagne",,,way
"Rue Villette",,,way
"Rue Vinâve",,,way
"Rue Visé-Voie",,,way
"Rue Vivegnis",,,way
"Rue Vivi Potale",,,way
"Rue Vivihouet",,,way
"Rue Voie des Prés",,,way
"Rue Volière",,,way
"Rue Wacheray",,,way
"Rue Waleffe",,,way
"Rue Waltère Hamay",,,way
"Rue Walthère Damery",,,way
"Rue Walthère Dewé",,,way
"Rue Walthère Jamar",,,way
"Rue Walthère Lallemand",,,way
"Rue Wazon",,,way
"Rue Wérihet",,,way
"Rue Wesphal",,,way
"Rue Wibrin",,,way
"Rue Wiertz",,,way
"Rue Wilmart",,,way
"Rue Winston Churchill",,,way
"Rue Xhovémont",,,way
"Rue Zabay",,,way
"Rue à Matche",,,way
"Rue aux Chevaux",,,way
"Rue aux Frênes",,,way
"Rue d'Alleur",,,way
"Rue d'Amay",,,way
"Rue d'Amercœur",,,way
"Rue d'Angleur",,,way
"Rue d'Ans",,,relation
"Rue d'Anthisnes",,,way
"Rue d'Awans",,,relation
"Rue d'Elmer",,,way
"Rue d'Embourg",,,way
"Rue d'Esch-Sur-Alzette",,,way
"Rue d'Harscamp",,,way
"Rue d'Italie",,,way
"Rue d'Omalius",,,way
"Rue d'Ougrée",,,way
"Rue de Belle-Île",,,way
"Rue de Belle-île",,,way
"Rue de Berghes",,,way
"Rue de Berloz",,,way
"Rue de Bex",,,way
"Rue de Beyne",,,way
"Rue de Bois de Breux",,,way
"Rue de Boncelles",,,way
"Rue de Bourgogne",,,way
"Rue de Brialmont",,,way
"Rue de Burenville",,,way
"Rue de Campine",,,way
"Rue de Chaudfontaine",,,way
"Rue de Chênée",,,way
"Rue de Chestret",,,way
"Rue de Chèvremont",,,way
"Rue de Clerembault",,,way
"Rue de Cornillon",,,way
"Rue de Cracovie",,,way
"Rue de Droixhe",,,way
"Rue de Fayenster",,,way
"Rue de Fétinne",,,way
"Rue de Fexhe",,,way
"Rue de Fléron",,,way
"Rue de Fontainebleau",,,way
"Rue de Fragnée",,,way
"Rue de Gaillarmont",,,relation
"Rue de Grâce-Berleur",,,way
"Rue de Grivegnée",,,way
"Rue de Gueldre",,,way
"Rue de Harlez",,,way
"Rue de Herstal",,,way
"Rue de Herve",,,way
"Rue de Hesbaye",,,way
"Rue de Jemeppe",,,way
"Rue de Joie",,,way
"Rue de Kinkempois",,,way
"Rue de L'Avocat",,,way
"Rue de L'enclos",,,way
"Rue de Lantin",,,way
"Rue de Latour",,,way
"Rue de Liège",,,way
"Rue de Londres",,,way
"Rue de Magdebourg",,,way
"Rue de Meuse",,,way
"Rue de Mons",,,way
"Rue de Montegnée",,,way
"Rue de Moresnet",,,way
"Rue de Mulhouse",,,way
"Rue de Namur",,,way
"Rue de Paris",,,way
"Rue de Péralta",,,way
"Rue de Pilzen",,,way
"Rue de Pitteurs",,,way
"Rue de Porto",,,way
"Rue de Rabosée",,,way
"Rue de Renory",,,way
"Rue de Robermont",,,way
"Rue de Rocourt",,,way
"Rue de Rotterdam",,,way
"Rue de Sauheid",,,way
"Rue de Sclessin",,,way
"Rue de Sélys",,,way
"Rue de Seraing",,,way
"Rue de Serbie",,,way
"Rue de Sluse",,,way
"Rue de Sordeye",,,way
"Rue de Souverain Wandre",,,way
"Rue de Souvret",,,way
"Rue de Spa",,,way
"Rue de Stavelot",,,way
"Rue de Streupas",,,way
"Rue de Tilff",,,way
"Rue de Tilleur",,,way
"Rue de Trazegnies",,,way
"Rue de Turin",,,way
"Rue de Valenciennes",,,way
"Rue de Verviers",,,way
"Rue de Visé",,,way
"Rue de Visé - Rue Mathieu Steenebrugen",,,way
"Rue de Volgograd",,,way
"Rue de Vottem",,,way
"Rue de Waremme",,,way
"Rue de Waroux",,,way
"Rue de Weltzar",,,way
"Rue de Xhavée",,,way
"Rue de l'Abarin",,,way
"Rue de l'Abattoir",,,way
"Rue de l'Abbé Genten",,,way
"Rue de l'Académie",,,way
"Rue de l'Agneau",,,way
"Rue de l'Aigle Noir",,,way
"Rue de l'Alignement",,,way
"Rue de l'Amblève",,,way
"Rue de l'Ancienne École",,,way
"Rue de l'Araine",,,way
"Rue de l'Arbois",,,way
"Rue de l'Arbre Courte Joie",,,way
"Rue de l'Arbre Courte Joie - Rue du Vicinal",,,way
"Rue de l'Arbre Sainte-Barbe",,,way
"Rue de l'Arène",,,way
"Rue de l'Armistice",,,way
"Rue de l'Arsenal",,,way
"Rue de l'Aumônier",,,way
"Rue de l'Aunaie",,,way
"Rue de l'Avenir",,,way
"Rue de l'Aviation",,,way
"Rue de l'Avouerie",,,way
"Rue de l'Église",,,way
"Rue de l'Enclume",,,way
"Rue de l'Enfer",,,way
"Rue de l'Enseignement",,,way
"Rue de l'Épargne",,,way
"Rue de l'Ermitage",,,way
"Rue de l'Espérance",,,way
"Rue de l'Espinette",,,way
"Rue de l'Espoir",,,way
"Rue de l'État Tiers",,,way
"Rue de l'Etuve",,,way
"Rue de l'Europe",,,way
"Rue de l'Evêché",,,way
"Rue de l'Hippodrome",,,way
"Rue de l'Horizon",,,way
"Rue de l'Hôtel Communal",,,way
"Rue de l'Hôtel de Ville",,,way
"Rue de l'Île Coune",,,way
"Rue de l'Île Monsin",,,way
"Rue de l'Île aux Corbeaux",,,way
"Rue de l'Intendance",,,way
"Rue de l'Oasis",,,way
"Rue de l'Official",,,way
"Rue de l'Orphéon",,,way
"Rue de l'Ourthe",,,way
"Rue de l'Université",,,way
"Rue de l'Usine",,,way
"Rue de l'ange bleu",,,way
"Rue de la Barge",,,way
"Rue de la Barrière",,,way
"Rue de la Batterie",,,way
"Rue de la Belle Fleur",,,way
"Rue de la Belle-Jardinière",,,way
"Rue de la Bergerie",,,way
"Rue de la Boucherie",,,way
"Rue de la Boulangerie",,,way
"Rue de la Brasserie",,,way
"Rue de la Briqueterie",,,way
"Rue de la Butte",,,way
"Rue de la Câblerie",,,way
"Rue de la Canonnerie",,,way
"Rue de la Casquette",,,way
"Rue de la Cathédrale",,,way
"Rue de la Centrale",,,way
"Rue de la Chaîne",,,way
"Rue de la Chapelle",,,way
"Rue de la Charité",,,way
"Rue de la Charrette",,,way
"Rue de la Chartreuse",,,way
"Rue de la Chaudronnerie",,,way
"Rue de la Cité",,,way
"Rue de la Clinique",,,way
"Rue de la Colline",,,way
"Rue de la Commune",,,way
"Rue de la Concorde",,,way
"Rue de la Coopération",,,way
"Rue de la Crête",,,way
"Rue de la Digue",,,way
"Rue de la Dîme",,,way
"Rue de la Faille",,,way
"Rue de la Ferme",,,way
"Rue de la Foleresse",,,way
"Rue de la Fonderie",,,way
"Rue de la Fontaine",,,way
"Rue de la Forêt",,,way
"Rue de la Forge",,,way
"Rue de la Gare",,,way
"Rue de la Goffe",,,way
"Rue de la Halle",,,way
"Rue de la Haminde",,,way
"Rue de la Haye",,,way
"Rue de la Houillière",,,way
"Rue de la Jonchaie",,,way
"Rue de la Justice",,,way
"Rue de la Lèche",,,way
"Rue de la Légia",,,way
"Rue de la Légia - Rue des Moulins",,,way
"Rue de la Libération",,,way
"Rue de la Liberté",,,way
"Rue de la Libre Pensée",,,way
"Rue de la Limite",,,way
"Rue de la Linière",,,way
"Rue de la Lisière",,,way
"Rue de la Loi",,,way
"Rue de la Madeleine",,,way
"Rue de la Mare",,,way
"Rue de la Metairie",,,way
"Rue de la Métallurgie",,,way
"Rue de la Montagne",,,way
"Rue de la Mutualité",,,way
"Rue de la Passerelle",,,way
"Rue de la Plaine",,,way
"Rue de la Pompe",,,way
"Rue de la Populaire",,,way
"Rue de la Poule",,,way
"Rue de la Préfecture",,,way
"Rue de la Prévoyance",,,way
"Rue de la Province",,,way
"Rue de la Rainette",,,way
"Rue de la Rampe",,,way
"Rue de la Reconnaissance",,,way
"Rue de la Régence",,,way
"Rue de la République",,,way
"Rue de la Résidence",,,way
"Rue de la Résistance",,,way
"Rue de la Révision",,,way
"Rue de la Rose",,,way
"Rue de la Sablonière",,,way
"Rue de la Sarte",,,way
"Rue de la Scierie",,,way
"Rue de la Scorre",,,way
"Rue de la Sèche",,,way
"Rue de la Sidérurgie",,,way
"Rue de la Sirène",,,way
"Rue de la Solidarité",,,way
"Rue de la Station",,,way
"Rue de la Tombe",,,way
"Rue de la Tonne",,,way
"Rue de la Treille",,,way
"Rue de la Tuilerie",,,way
"Rue de la Vaussale",,,way
"Rue de la Veine Sothuy",,,way
"Rue de la Vesdre",,,way
"Rue de la Vielle Montagne",,,way
"Rue de la Vielle-Tour",,,way
"Rue de la Violette",,,way
"Rue de la Wache",,,way
"Rue de'l Rodge Cinse",,,way
"Rue des Abeilles",,,way
"Rue des Acacias",,,way
"Rue des Aguesses",,,way
"Rue des Airelles",,,way
"Rue des Airs",,,way
"Rue des Alisiers",,,way
"Rue des Alouettes",,,way
"Rue des Anciennes Houblonnières",,,way
"Rue des Anémones",,,way
"Rue des Anges",,,way
"Rue des Anglais",,,relation
"Rue des Argilières",,,way
"Rue des Armuriers",,,way
"Rue des Artisans",,,way
"Rue des Ateliers",,,way
"Rue des Aubépines",,,way
"Rue des Augustins",,,way
"Rue des Aveugles",,,relation
"Rue des Bayards",,,way
"Rue des Beaux-Arts",,,way
"Rue des Bédennes",,,way
"Rue des Bégards",,,way
"Rue des Bergers",,,way
"Rue des Blés",,,way
"Rue des Bluets",,,way
"Rue des Bonnes-Villes",,,way
"Rue des Bons Enfants",,,way
"Rue des Boteresses",,,way
"Rue des Bouleaux",,,way
"Rue des Brasseurs",,,way
"Rue des Bruyères",,,way
"Rue des Buis",,,way
"Rue des Buissons",,,way
"Rue des Cabayes",,,way
"Rue des Cailloux",,,way
"Rue des Canonniers",,,way
"Rue des Carmes",,,way
"Rue des Célestines",,,way
"Rue des Cenelles",,,way
"Rue des Chaineux",,,way
"Rue des Châlets",,,way
"Rue des Champs",,,way
"Rue des Chapelains",,,way
"Rue des Charbonnages",,,way
"Rue des Charmilles",,,way
"Rue des Chasseurs Ardennais",,,way
"Rue des Chèvresfeuilles",,,way
"Rue des Chrysanthèmes",,,way
"Rue des Clarisses",,,way
"Rue des Cloutiers",,,way
"Rue des Combattants",,,way
"Rue des Comparchonniers",,,way
"Rue des Coquelicots",,,way
"Rue des Cortils",,,way
"Rue des Cotillages",,,way
"Rue des Coudriers",,,way
"Rue des Cours",,,way
"Rue des Courteaux",,,relation
"Rue des Crâhlis",,,way
"Rue des Critchions",,,way
"Rue des Croisiers",,,way
"Rue des Croix de Guerre",,,way
"Rue des Cytises",,,way
"Rue des Dahlias",,,way
"Rue des Demoiselles",,,way
"Rue des Déportés",,,way
"Rue des Dominicains",,,way
"Rue des Eaux Noires",,,way
"Rue des Eburons",,,way
"Rue des Écoles",,,way
"Rue des Écoliers",,,way
"Rue des Écureuils",,,way
"Rue des Églantiers",,,way
"Rue des Églantines",,,way
"Rue des Expositions",,,way
"Rue des Facultés",,,way
"Rue des Fagnes",,,way
"Rue des Fauvettes",,,way
"Rue des Fontaines-Roland",,,way
"Rue des Forgerons",,,way
"Rue des Fories",,,way
"Rue des Fortifications",,,way
"Rue des Fossés",,,way
"Rue des Fossettes",,,way
"Rue des Fougères",,,way
"Rue des Fourons",,,way
"Rue des Fraisiers",,,way
"Rue des Français",,,way
"Rue des Franchimontois",,,way
"Rue des Frères Philipart",,,way
"Rue des Fusillés",,,way
"Rue des Gardes-Frontieres",,,way
"Rue des Geais",,,way
"Rue des Genêts",,,way
"Rue des Glacis",,,way
"Rue des Godets",,,way
"Rue des Grands Champs",,,way
"Rue des Grands Prés",,,way
"Rue des Grands-Champs",,,way
"Rue des Gravillons",,,way
"Rue des Grignoux",,,way
"Rue des Guillemins",,,way
"Rue des Haïsses",,,way
"Rue des Haveurs",,,way
"Rue des Heids",,,way
"Rue des Héros",,,way
"Rue des Hiercheuses",,,way
"Rue des Hirondelles",,,way
"Rue des Homes",,,way
"Rue des Hotteuses",,,way
"Rue des Houblonnières",,,way
"Rue des Houilléres",,,way
"Rue des Houlpays",,,way
"Rue des Ixellois",,,way
"Rue des Jardinets",,,way
"Rue des Joncs",,,way
"Rue des Jonquilles",,,way
"Rue des Labours",,,way
"Rue des Lauriers",,,way
"Rue des Linots",,,way
"Rue des Lys",,,way
"Rue des Machiroux",,,way
"Rue des Maraîchers",,,way
"Rue des Marecages",,,way
"Rue des Marêts",,,way
"Rue des Marguerites",,,way
"Rue des Mariniers",,,way
"Rue des Martyrs",,,way
"Rue des Mauvaises Vignes",,,relation
"Rue des Merwettes",,,way
"Rue des Mésanges",,,way
"Rue des Métiers",,,way
"Rue des Meuniers",,,way
"Rue des Mimosas",,,way
"Rue des Mineurs",,,way
"Rue des Moineaux",,,way
"Rue des Moissons",,,way
"Rue des Montagnards",,,way
"Rue des Moulins",,,way
"Rue des Mugets",,,way
"Rue des Myrtilles",,,way
"Rue des Naiveux",,,way
"Rue des Neuf-Journaux",,,way
"Rue des Neuves Brassines",,,way
"Rue des Noctuelles",,,way
"Rue des Noyers",,,way
"Rue des Noyers - Rue du Centre",,,way
"Rue des Oblats",,,way
"Rue des Oeillets",,,way
"Rue des Orchidées",,,way
"Rue des Pampres",,,way
"Rue des Papillards",,,way
"Rue des Partisans",,,way
"Rue des Pâturages",,,way
"Rue des Pépinières",,,way
"Rue des Petites Bruyères",,,way
"Rue des Petites Roches",,,way
"Rue des Petites Vignes",,,way
"Rue des Peupliers",,,way
"Rue des Pics noirs",,,way
"Rue des Piétresses",,,way
"Rue des Pinsons",,,way
"Rue des Pipiers",,,way
"Rue des Platineurs",,,way
"Rue des Pnsons",,,way
"Rue des Pocheteux",,,way
"Rue des Poiners",,,way
"Rue des Pôles",,,way
"Rue des Pontons",,,way
"Rue des Porteuses d'Eau",,,way
"Rue des Prairies",,,way
"Rue des Prébendiers",,,way
"Rue des Prémontrés",,,way
"Rue des Prés",,,way
"Rue des Primeroses",,,way
"Rue des Primeurs",,,way
"Rue des Primevères",,,way
"Rue des Puddleurs",,,way
"Rue des Puisatiers",,,way
"Rue des Quatorze Verges",,,way
"Rue des Ramiers",,,way
"Rue des Récollets",,,way
"Rue des Remparts",,,way
"Rue des Rivageois",,,way
"Rue des Robiniers",,,way
"Rue des Sarts",,,way
"Rue des Semailles",,,way
"Rue des Sorbiers",,,way
"Rue des Steppes",,,way
"Rue des Sureaux",,,way
"Rue des Tamaris",,,way
"Rue des Tanneurs",,,way
"Rue des Tawes",,,way
"Rue des Tendeurs",,,way
"Rue des Thuyas",,,way
"Rue des Tigres",,,way
"Rue des Trixhes",,,way
"Rue des Trois Grands",,,way
"Rue des Trois Rivages",,,way
"Rue des Urbanistes",,,way
"Rue des Vennes",,,way
"Rue des Ventaux",,,way
"Rue des Vergers",,,way
"Rue des Vieilles-Terres",,,way
"Rue des Vignerons",,,way
"Rue des Vignes",,,way
"Rue des Vingt-Deux",,,way
"Rue des Waides",,,way
"Rue des Wallons",,,way
"Rue des jasmins",,,way
"Rue des steppes",,,way
"Rue des wallons",,,way
"Rue du Bâneux",,,way
"Rue du Banneux",,,way
"Rue du Baron",,,way
"Rue du Bassin",,,way
"Rue du Bastion",,,way
"Rue du Bateau",,,way
"Rue du Batty",,,way
"Rue du Beau Hêtre",,,way
"Rue du Beau-Mur",,,way
"Rue du Beau-Site",,,way
"Rue du Béchuron",,,way
"Rue du Bel Horizon",,,way
"Rue du Bénélux",,,way
"Rue du Biez",,,way
"Rue du Bois La Dame",,,way
"Rue du Bois Sauvage",,,way
"Rue du Bois-Joli",,,way
"Rue du Boisselier",,,way
"Rue du Boqueteau",,,way
"Rue du Borinage",,,way
"Rue du Bosquet",,,way
"Rue du Calvaire",,,way
"Rue du Canal-de-l'Ourthe",,,way
"Rue du Carmel",,,way
"Rue du Cellier",,,way
"Rue du Centenaire",,,relation
"Rue du Centre Spatial",,,way
"Rue du Champay",,,way
"Rue du Champion",,,way
"Rue du Charbonnage",,,way
"Rue du Châtaignier",,,way
"Rue du Château",,,way
"Rue du Château Massart",,,way
"Rue du Chemin de Fer",,,way
"Rue du Chêne",,,way
"Rue du Chéra",,,way
"Rue du Cheval Blanc",,,way
"Rue du Cimetière",,,way
"Rue du Clairbois",,,way
"Rue du Commandant Marchand",,,way
"Rue du Commandant Speesen",,,way
"Rue du Confluent",,,way
"Rue du Conseil",,,way
"Rue du Coplay",,,way
"Rue du Coq",,,way
"Rue du Couvent",,,way
"Rue du Couvent - Rue Emile Vandervelde",,,way
"Rue du Crucifix",,,way
"Rue du Diable",,,way
"Rue du Diamant",,,way
"Rue du Dossay",,,way
"Rue du Falchena",,,way
"Rue du Fer",,,way
"Rue du Fort de Loncin",,,way
"Rue du Fort de Pontisse",,,way
"Rue du Fourchufossé",,,way
"Rue du Fourneau",,,way
"Rue du Gai Logi",,,way
"Rue du Gay Village",,,way
"Rue du Général Bertrand",,,way
"Rue du Général Charles Collyns",,,way
"Rue du Général Modard",,,way
"Rue du Géron",,,way
"Rue du Grain",,,way
"Rue du Grand Thier",,,way
"Rue du Gravier",,,way
"Rue du Gros Gland",,,way
"Rue du Haut Pavé",,,way
"Rue du Haut-Pré",,,way
"Rue du Homvent",,,way
"Rue du Jardin Botanique",,,way
"Rue du Laminoir",,,way
"Rue du Laveu",,,way
"Rue du Limbourg",,,way
"Rue du Lombard",,,way
"Rue du Magnolia",,,way
"Rue du Major",,,way
"Rue du Mambour",,,way
"Rue du Marché",,,way
"Rue du Maréchal Ferrant",,,way
"Rue du Martyr",,,way
"Rue du Martyr Ferrer",,,way
"Rue du Mayeur",,,way
"Rue du Mémorial",,,way
"Rue du Méry",,,way
"Rue du Moulin",,,way
"Rue du Mouton Blanc",,,way
"Rue du Mûrler",,,way
"Rue du Nord-Belge",,,way
"Rue du Palais",,,way
"Rue du Panorama",,,way
"Rue du Pâquier",,,way
"Rue du Parc",,,way
"Rue du Parlement",,,way
"Rue du Passage-d'Eau",,,way
"Rue du Pays de Liège - Route du Pays de Liège",,,way
"Rue du Perron",,,way
"Rue du Petit Chêne",,,way
"Rue du Plan Incliné",,,way
"Rue du Plein Vent",,,way
"Rue du Plope",,,way
"Rue du Pommier",,,way
"Rue du Ponçay",,,way
"Rue du Pont",,,way
"Rue du Pont de Wandre",,,way
"Rue du Port",,,way
"Rue du Pot d'Or",,,way
"Rue du Potay",,,relation
"Rue du Pré Bolet",,,way
"Rue du Pré commun",,,way
"Rue du Pré-Binet",,,way
"Rue du Préay",,,way
"Rue du Presbytère",,,way
"Rue du Pressoir",,,way
"Rue du Prince",,,way
"Rue du Prince Régent",,,way
"Rue du Progrès",,,way
"Rue du Puits",,,way
"Rue du Quai",,,way
"Rue du Rail",,,way
"Rue du Réservoir",,,way
"Rue du Rêwe",,,way
"Rue du Riou",,,way
"Rue du Ruisseau",,,way
"Rue du Ry",,,way
"Rue du Sart Tilman",,,way
"Rue du Sart-Lohé",,,way
"Rue du Sart-Moray",,,way
"Rue du Snapeux",,,way
"Rue du Stade",,,way
"Rue du Taillis",,,way
"Rue du Terris",,,way
"Rue du Thier-à-Liège",,,way
"Rue du Tir",,,way
"Rue du Tombay",,,way
"Rue du Travail",,,way
"Rue du Trixhay",,,way
"Rue du Val Benoit",,,way
"Rue du Vallon",,,way
"Rue du Ventilateur",,,way
"Rue du Vertbois",,,way
"Rue du Viaduc",,,way
"Rue du Vicinal",,,way
"Rue du Vieux Frêne",,,way
"Rue du Vieux Mayeur",,,way
"Rue du Vieux-Château",,,way
"Rue du Village",,,way
"Rue du centre",,,way
"Rue en Bois",,,way
"Rue es Houx",,,way
"Rue fond houleux",,,way
"Rue sous l'Eau",,,way
"Rue sous la Tour",,,way
"Rue sur la Fontaine",,,way
"Rue sur les Foulons",,,way
"Rue sur les Pleins",,,way
"Rue vaherlisse",,,way
"Ruelle Falihe",,,way
"Ruelle Hierby",,,way
"Ruelle Paradis",,,way
"Ruelle Renard",,,way
"Ruelle de l'Echauguette",,,way
"Ruelle de la Licorne",,,way
"Ruelle des Chats",,,way
